,aliases,align,alive,appearances,birth,character_id,character_name,count_of_issue_appearances,deck,eye,first_appeared_in_issue,gsm,hair,identity_type,image,join_name,origin,page_id,powers,publisher,real_name,sex,teams,year
6793,None,Bad Characters,Living Characters,1,,146025,Mycroft,1,Villainous mastermind hired by Roxxon to destroy Stark Industries.,,May-95,,Red Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/6294167-mycroft_%28earth-616%29_from_iron_man_vol_1_316_0001.jpg,mycroft_may_95,Human,605236,,MARVEL Comics,None,Male Characters,Roxxon,1995
6794,None,,Living Characters,1,,85741,Niko,2,Master ninja in the technique using two sword attacks.,,Apr-95,,Blond Hair,,https://comicvine.gamespot.com/api/image/scale_large/2604626-niko.jpg,niko_apr_95,Human,665013,,MARVEL Comics,None,Female Characters,Ryu Order,1995
6795,None,,Living Characters,1,,57357,Orbit,3,Member of the Spacemen,,Dec-95,,Blue Hair,,https://comicvine.gamespot.com/api/image/scale_large/930225-orbit.jpg,orbit_dec_95,Human,418165,,MARVEL Comics,None,Female Characters,Spacemen,1995
6796,None,Good Characters,Living Characters,1,,59428,Persephone,1, Persephone is one of the two last surviving members of the Spinsterhood,White Eyes,Nov-95,,Blond Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/937765-persephone.jpg,persephone_nov_95,Alien,35755,,MARVEL Comics,None,Female Characters,Spinsterhood,1995
6797,None,,Living Characters,1,,60078,Piranis,2,Cult Of The Jackal,,Nov-95,,No Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/715451-piranis.jpg,piranis_nov_95,Animal,332680,,MARVEL Comics,Piranis,Male Characters,Cult Of The Jackal; New Men,1995
6798,None,Bad Characters,Deceased Characters,1,,25523,Reverb,15,Reverb was a member of Gene Nation whose mutant power was a unique form of tactile telepathy. He served as the team's scout. ,,Oct-95,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/86720-30185-reverb.jpg,reverb_oct_95,Mutant,16920,,MARVEL Comics,Unknown,Male Characters,Gene Nation; Morlocks,1995
6799,None,Good Characters,Living Characters,1,,67490,Running Fish,2,Western hero,,Nov-95,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/1032514-running_fish__earth_616_.jpg,running_fish_nov_95,Human,241360,,MARVEL Comics,Geronimo,Male Characters,Sunset Riders,1995
6800,None,,Living Characters,1,,57358,Satellite,3,Member of the Spacemen,,Dec-95,,,,https://comicvine.gamespot.com/api/image/scale_large/930228-satellite.jpg,satellite_dec_95,Human,418167,,MARVEL Comics,None,Male Characters,Spacemen,1995
6801,None,Bad Characters,Living Characters,1,,58108,Seven,2,Member of Eugenix. Team's strongman,,Sep-95,,,,https://comicvine.gamespot.com/api/image/scale_large/5808816-seven.png,seven_sep_95,,121372,,MARVEL Comics,None,Male Characters,Eugenix,1995
6802,None,Neutral Characters,Living Characters,1,,63881,Solemne Brannex,1,"AIM scientist. She claimed to be a sister of Alessandro Brannex, then leader of AIM. Since ""Alessandro"" was actually the Super-Adaptoid, her actual identity is uncertain. ",Brown Eyes,Feb-95,,Brown Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/893705-brannexsolemne1.jpg,solemne_brannex_feb_95,Human,705586,,MARVEL Comics,None,Female Characters,A.I.M.,1995
6803,None,,Living Characters,1,,58163,Spinneret,2,Evolved from a spider by the High Evolutionary.,Black Eyes,Nov-95,,Grey Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/591525-animenspider6.jpg,spinneret_nov_95,Animal,558345,,MARVEL Comics,Spinneret,,Animen; New Men,1995
6804,None,,Living Characters,1,,85742,Target,2,"Master ninja originally from South Africa region, he mastered the art of ""Kajimi"", school of bowmen.",,Apr-95,,,,https://comicvine.gamespot.com/api/image/scale_large/2604631-target.jpg,target_apr_95,Human,665019,,MARVEL Comics,None,Male Characters,Ryu Order,1995
6805,None,,Living Characters,1,,153167,Tarnok-Kol,1,Major in the Kree Military. ,,May-95,,Blond Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/6685074-tarnok-kol_%28earth-616%29_inhumans_the_great_refuge_vol_1_1%5B1%5D.jpg,tarnok-kol_may_95,Alien,558248,,MARVEL Comics,None,Male Characters,Kree,1995
6806,None,,Living Characters,1,,57359,Vacuum,3,Member of the Spacemen,,Dec-95,,,,https://comicvine.gamespot.com/api/image/scale_large/930232-vacuum.jpg,vacuum_dec_95,Human,18681,,MARVEL Comics,None,Male Characters,Spacemen,1995
6807,None,Bad Characters,Living Characters,1,,58088,Wolfen,2,"Cyborg prototype created by SHIELD, with superhuman strength and the battle experience of Nick Fury.",,Jan-95,,No Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/587972-wolfennf1.jpg,wolfen_jan_95,Cyborg,489849,,MARVEL Comics,None,Male Characters,HYDRA,1995
6808,None,Good Characters,Living Characters,1,,58149,Azimuth,1,Century character,,Feb-96,,Blond Hair,,https://comicvine.gamespot.com/api/image/scale_large/591380-azimuthcent1.jpg,azimuth_feb_96,,243145,,MARVEL Comics,None,Female Characters,,1996
6809,None,Good Characters,Deceased Characters,1,,116452,Balb,1,,,May-96,,Bald,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/6373148-blank.png,balb_may_96,,625793,,MARVEL Comics,None,Male Characters,,1996
6810,None,Good Characters,Living Characters,1,,116447,Bav-Tek,1,,Blue Eyes,Mar-96,,Bald,No Dual Identity,https://comicvine.gamespot.com/api/image/scale_large/6469419-bav-tek_%28earth-616%29_captain_marvel_vol_3_4%5B1%5D.jpg,bav-tek_mar_96,Alien,418108,,MARVEL Comics,None,Male Characters,Kree,1996
6811,None,Good Characters,Living Characters,1,,61360,Bridgit Shane,5,"Scottish mutant, Bridgit is a pyrokinetic.",Green Eyes,Jan-96,,Red Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/766115-bridgit_shane.jpg,bridgit_shane_jan_96,Mutant,30490,,MARVEL Comics,None,Female Characters,,1996
6812,None,Bad Characters,Living Characters,1,,63623,Choam,1,Choam is a powerful killer hired by Anton Hellgate to eliminate Ghost Rider. ,,Jan-96,,Blond Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/880640-ch1.jpg,choam_jan_96,,401517,,MARVEL Comics,None,Male Characters,,1996
6813,None,,Living Characters,1,,125361,Cortellia,1,Daughter of a Xandarian Admiral and navigator of the Way-Opener. She and Pyreus Kril were in love before he became the Firelord.,,Dec-96,,,,https://comicvine.gamespot.com/api/image/scale_large/4980081-20160102_002352-1.jpg,cortellia_dec_96,Alien,691039,,MARVEL Comics,None,Female Characters,Xandarians,1996
6814,None,,Living Characters,1,,54311,Dampyre,2,Servant of Lord Votan,,Feb-96,,Brown Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/938335-dampyre.jpg,dampyre_feb_96,Other,555661,,MARVEL Comics,None,Male Characters,Axi-Tun,1996
6815,None,Bad Characters,Living Characters,1,,16138,Ekak,3,,,Jul-96,,,,https://comicvine.gamespot.com/api/image/scale_large/1343993-ekak_earth_616.jpg,ekak_jul_96,God/Eternal,259844,,MARVEL Comics,None,Male Characters,Rock Trolls,1996
6816,None,Bad Characters,Living Characters,1,,17564,Gaark,3,,,Jul-96,,,,https://comicvine.gamespot.com/api/image/scale_large/1343986-gaark_earth_616.jpg,gaark_jul_96,God/Eternal,259839,,MARVEL Comics,None,Male Characters,Rock Trolls,1996
6817,None,Good Characters,Living Characters,1,,116448,Hav-Rogg,1,,Red Eyes,Mar-96,,Red Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/6373148-blank.png,hav-rogg_mar_96,,626037,,MARVEL Comics,None,Male Characters,,1996
6818,None,Neutral Characters,Living Characters,1,,116429,Helkooky,1,,Green Eyes,Jan-96,,No Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/6373148-blank.png,helkooky_jan_96,,625738,,MARVEL Comics,None,Male Characters,,1996
6819,None,Bad Characters,Living Characters,1,,57382,Imogen,1,Century foe,,Feb-96,,Brown Hair,,https://comicvine.gamespot.com/api/image/scale_large/527792-imogencent1.jpg,imogen_feb_96,Alien,243148,,MARVEL Comics,None,Female Characters,,1996
6820,None,Bad Characters,Deceased Characters,1,,19389,Iron Monk,4,"The Iron Monk is a Master of the Hand, No mortal hand or blade may harm him. Neither bludgeons nor bullets may lay him low.",,Dec-96,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/1816248-scannedimage.jpg,iron_monk_dec_96,Human,16199,,MARVEL Comics,None,Male Characters,The Hand,1996
6821,None,Bad Characters,Living Characters,1,,25066,Midwife,3,,,May-96,,Red Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/735711-midwifechth1.jpg,midwife_may_96,,560516,,MARVEL Comics,None,Female Characters,,1996
6822,None,Neutral Characters,Living Characters,1,,57240,Miriam Birchwood,1,Gossip Columnist for the Daily Bugle,Blue Eyes,Oct-96,,Blond Hair,,https://comicvine.gamespot.com/api/image/scale_large/522784-birchwood1.jpg,miriam_birchwood_oct_96,Human,116757,,MARVEL Comics,Miriam Birchwood,Female Characters,Daily Bugle,1996
6823,None,,Living Characters,1,,91978,Mosh,1,,Black Eyes,Feb-96,,Blond Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/6373148-blank.png,mosh_feb_96,,659071,,MARVEL Comics,None,Male Characters,,1996
6824,None,Bad Characters,Living Characters,1,,35278,Mother of Pearl,2,,,Jun-96,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/3533929-mother_of_pearl_0001.jpg,mother_of_pearl_jun_96,Human,19188,,MARVEL Comics,None,Female Characters,HYDRA; Pearl Sect,1996
6825,None,Bad Characters,Living Characters,1,,24459,Nina McCabe,18,Supporting character in Elektra volume 1.  Was first Elektra's ward and later her enemy.,,Nov-96,,Blond Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/1691916-nina1.jpg,nina_mccabe_nov_96,Human,557924,,MARVEL Comics,Nina McCabe,Female Characters,The Hand,1996
6826,None,,Living Characters,1,,152492,Pierce,1,Henchman of James Johnsmeyer who specialized in knives. Was defeated bi Kaine.,Brown Eyes,Feb-96,,Bald,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/6660258-pierce_%28earth-616%29%5B1%5D.png,pierce_feb_96,Human,659074,,MARVEL Comics,None,Male Characters,,1996
6827,None,Bad Characters,Living Characters,1,,60609,Purge,1,A assassin hired by a corrupt judge to kill Ben Urich.,,Mar-96,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/736430-purgeggu1.jpg,purge_mar_96,Human,746431,,MARVEL Comics,None,Male Characters,,1996
6828,None,,Living Characters,1,,15217,Quorum,1,,,Feb-96,,Purple Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/6373148-blank.png,quorum_feb_96,,659076,,MARVEL Comics,None,Female Characters,,1996
6829,Captain Universe,Good Characters,Living Characters,1,,70192,Roland Taylor,2,Roland Taylor was a bipolar schizophrenic who once wielded The Uni-Power and became Captain Universe.,,May-96,,Brown Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/1168529-agony.jpg,roland_taylor_may_96,Human,503900,,MARVEL Comics,Roland Taylor,Male Characters,,1996
6830,None,Bad Characters,Living Characters,1,,74859,Sahreed,2,Sahreed was a henchman of Apocalypse during the Crusades.,,Dec-96,,Red Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/1562807-sahreed_01.jpg,sahreed_dec_96,Mutant,555137,,MARVEL Comics,Sahreed,Male Characters,,1996
6831,Scarab Beast,Bad Characters,Deceased Characters,1,,74860,Scarab,2,An agent of Apocalypse during the time of the Crusades,Red Eyes,Dec-96,,No Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/1562808-scarab_01.jpg,scarab_dec_96,Mutant,555135,,MARVEL Comics,None,Female Characters,,1996
6832,"Donald Selby
Crypto",Bad Characters,Living Characters,1,,31267,Selby,3,Member of the Mutant Liberation Front.,,Dec-96,,Black Hair,,https://comicvine.gamespot.com/api/image/scale_large/2127892-selby.jpg,selby_dec_96,Mutant,41992,,MARVEL Comics,Donald Selby,Male Characters,Mutant Liberation Front,1996
6833,None,Bad Characters,Living Characters,1,,24948,Spite,13,,,Sep-96,,,,https://comicvine.gamespot.com/api/image/scale_large/88056-100355-spite.jpg,spite_sep_96,Other,12845,,MARVEL Comics,None,Female Characters,,1996
6834,None,Bad Characters,Living Characters,1,,59628,Surgeon,4,An one time accomplice of Toad. ,,Sep-96,,Black Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/690495-surgeon_01.jpg,surgeon_sep_96,Mutant,37346,,MARVEL Comics,None,Male Characters,,1996
6835,None,Bad Characters,Living Characters,1,,17565,Tarook,3,,,Jul-96,,,,https://comicvine.gamespot.com/api/image/scale_large/1343981-tarook_earth_616.jpg,tarook_jul_96,God/Eternal,259885,,MARVEL Comics,None,Male Characters,Frost Giants,1996
6836,None,Bad Characters,Living Characters,1,,16220,Thnat,3,Thnat is a Frost Giant who was tricked by a young Loki and Thor in to letting his gaurd down. He then had his horses stolen.,,Sep-96,,,,https://comicvine.gamespot.com/api/image/scale_large/1343978-thnat_earth_616.jpg,thnat_sep_96,God/Eternal,259938,,MARVEL Comics,Thnat,Male Characters,Frost Giants,1996
6837,Throkk,Bad Characters,Living Characters,1,,54314,Throk,2,Throk was assigned to help defend the Axi-Tun vessel which was gathering members of the Charter to infect them with a plague which would destroy their respective races.,,Feb-96,,Black Hair,,https://comicvine.gamespot.com/api/image/scale_large/938351-throk_001.jpg,throk_feb_96,Alien,554519,,MARVEL Comics,None,Male Characters,Axi-Tun,1996
6838,None,Bad Characters,Living Characters,1,,48276,White Raven,1,"Extraterrestrial bounty hunter, mercenary.",Red Eyes,Jun-96,,Red Hair,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/223359-15024-white-raven.jpg,white_raven_jun_96,Alien,15779,,MARVEL Comics,None,Female Characters,,1996
6839,None,Bad Characters,Living Characters,1,,136144,Blare,2,"Blare was a super-criminal who specialized in sonic bombs, using them in a series of bombings in New York City.",,Sep-97,,,,https://comicvine.gamespot.com/api/image/scale_large/5686313-blare_%28earth-616%29_frm_marvel_team-up_vol_2_1_0001.jpg,blare_sep_97,Human,431728,,MARVEL Comics,Unknown,Male Characters,,1997
6840,None,Bad Characters,Deceased Characters,1,,148732,Burst,1,Mutant ally of the Acolytes,,Nov-97,,,Secret Identity,https://comicvine.gamespot.com/api/image/scale_large/6476777-burst_%28earth-616%29_from_quicksilver_vol_1_1%5B1%5D.png,burst_nov_97,Mutant,571596,,MARVEL Comics,None,Male Characters,Acolytes,1997
6841,None,Neutral Characters,Living Characters,1,,140897,Carl Shuffler,1,"Mailroom employee, who was usurped by the Man-Thing's form. Their minds then was melded and in this new form, using Man-Thing's Psychopyrokinesis, Carl burned those humans, who felt the emotion of fear.",Brown Eyes,Dec-97,,No Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/5954054-carl_shuffler_%28earth-616%29_from_marvel_team-up_vol_2_4.jpg,carl_shuffler_dec_97,Human,724396,,MARVEL Comics,Carl Shuffler,Male Characters,,1997
6842,None,Bad Characters,Living Characters,1,,125699,Cobalt,1,Living element of the 'Elements of Doom' team.,White Eyes,Sep-97,,No Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/6536036-cobalt_%28element%29_%28earth-616%29_0001.jpg,cobalt_sep_97,Radiation,473880,,MARVEL Comics,None,,Elements of Doom,1997
6843,None,Bad Characters,Living Characters,1,,149252,Copper,1,Member of the Elements of Doom.,,Oct-97,,No Hair,,https://comicvine.gamespot.com/api/image/scale_large/6509324-elements-of-doom-marvel-comics-avengers-p%5B1%5D.jpg,copper_oct_97,Other,424075,,MARVEL Comics,None,,Elements of Doom,1997
6844,None,Bad Characters,Living Characters,1,,67200,Dark Hunter,3,A living shadow who is actually the manifestation of the fears of Franklin Richards.,,Aug-97,,,,https://comicvine.gamespot.com/api/image/scale_large/1016302-dark_hunter.jpg,dark_hunter_aug_97,Other,695168,,MARVEL Comics,None,,,1997
6845,"Brood King
The Perfect General",Bad Characters,Living Characters,1,,6088,Devros,2,Enemy of Captain Mar-vel,,May-97,,Blond Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/100690-149968-devros.jpg,devros_may_97,Alien,558231,,MARVEL Comics,Devros ,Male Characters,Brood; Kree,1997
6846,None,Bad Characters,Living Characters,1,,149548,Erbium,1,Member of the Elements of Doom.,,Sep-97,,No Hair,,https://comicvine.gamespot.com/api/image/scale_large/6532215-erbium_%28element%29_%28earth-616%29%5B1%5D.png,erbium_sep_97,Other,424098,,MARVEL Comics,None,,Elements of Doom,1997
6847,None,Good Characters,Living Characters,1,,150020,Fenton,1,Police officer who became a member of the Code: Blue tactical squad. Battled the Wrecking Crew when they attacked New York. ,,Jan-97,,Black Hair,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/6554166-fenton_%28earth-616%29%5B1%5D.png,fenton_jan_97,Human,665451,,MARVEL Comics,None,Male Characters,Code: Blue,1997
6848,"Prime Sentinel
UNIT 1031",,Deceased Characters,1,,59029,Ginny Mahoney,4,Ginny is a Prime Sentinel--a human with cybernetic implants created by Bastion to help rid the world of the 'mutant menace'.,Green Eyes,Sep-97,,,,https://comicvine.gamespot.com/api/image/scale_large/1417639-ginny.jpg,ginny_mahoney_sep_97,Cyborg,29864,,MARVEL Comics,Ginny Mahoney,Female Characters,Prime Sentinels,1997
6849,None,,Living Characters,1,,66194,Gwyneth Burke,8,Gwyneth Burke is the wife of Jack Burke and adoptive mother to Job Burke. Her son is actually the only son of Theodore Sallis (Man-Thing) and Ellen Brandt. ,,Dec-97,,,,https://comicvine.gamespot.com/api/image/scale_large/962602-gwyneth_burke1.jpg,gwyneth_burke_dec_97,Human,24797,,MARVEL Comics,Gwyneth Burke ,Female Characters,,1997
6850,None,Good Characters,Living Characters,1,,13738,Helen Stacy,1,Helen Stacy is the wife of George Stacy and the mother of Gwen Stacy,,Jul-97,,,Public Identity,https://comicvine.gamespot.com/api/image/scale_large/5214395-helen_stacy_%28earth-616%29.png,helen_stacy_jul_97,Human,124040,,MARVEL Comics,Helen Stacy,Female Characters,,1997
